Traffic_Level,ID,Weather,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,temperature,humidity,precipitation,Distance (km),Delivery Time (m)
Moderate,DEBB,clear sky,Buffet,motorcycle,38,4.7,21.55,52.0,0.0,18.18,2.926.666.667
Moderate,C943,clear sky,Buffet,motorcycle,36,4.1,18.87,57.0,0.0,9.57,2.373.333.333
Moderate,1AC7,clear sky,Meal,scooter,20,4.6,22.99,43.0,0.0,14.17,30.5
Moderate,3F89,haze,Drinks,scooter,36,4.6,19.77,68.0,0.0,8.78,3.326.666.667
Moderate,8DD4,mist,Drinks,scooter,33,5.0,19.66,91.0,0.0,8.96,37.6
Moderate,1B85,mist,Drinks,motorcycle,37,4.8,16.14,94.0,0.0,15.88,3.823.333.333
Moderate,8C36,mist,Buffet,motorcycle,39,4.0,16.21,94.0,0.0,15.71,33.05
Moderate,48EC,scattered clouds,Buffet,motorcycle,39,4.7,18.4,82.0,0.0,17.73,2.678.333.333
Moderate,85B9,broken clouds,Snack,scooter,31,4.7,18.3,81.0,0.0,9.7,3.556.666.667
Moderate,AF2C,mist,Drinks,motorcycle,26,5.0,16.27,94.0,0.0,11.66,4.268.333.333
Moderate,B434,scattered clouds,Meal,motorcycle,24,4.9,18.19,81.0,0.0,7.25,2.788.333.333
Moderate,810A,haze,Meal,motorcycle,30,4.8,19.81,68.0,0.0,10.87,2.938.333.333
Moderate,30B5,clear sky,Snack,motorcycle,36,4.6,17.75,68.0,0.0,17.1,2.921.666.667
Moderate,3B81,clear sky,Drinks,motorcycle,36,4.9,22.66,43.0,0.0,13.66,3.778.333.333
Moderate,CB09,haze,Drinks,motorcycle,21,4.6,23.01,83.0,0.0,14.25,36.65
Moderate,C4A4,clear sky,Buffet,scooter,34,4.9,22.3,54.0,0.0,7.92,2.533.333.333
Moderate,9189,mist,Meal,electric_scooter,25,5.0,19.7,93.0,0.0,9.05,26.55
Moderate,3325,clear sky,Buffet,motorcycle,22,4.5,19.23,65.0,0.0,10.52,2.516.666.667
Moderate,29A1,haze,Drinks,motorcycle,33,4.7,19.01,82.0,0.0,13.47,3.838.333.333
Moderate,1D46,clear sky,Buffet,motorcycle,35,4.3,19.21,65.0,0.0,12.05,28.35
Moderate,108A,clear sky,Snack,motorcycle,29,4.6,16.11,68.0,0.0,15.31,3.223.333.333
Moderate,C831,scattered clouds,Snack,motorcycle,28,4.6,23.04,83.0,0.0,5.78,33.1
Moderate,DDBA,haze,Meal,scooter,24,4.9,22.99,83.0,0.0,6.62,2.393.333.333
Moderate,CAD4,mist,Meal,scooter,28,4.9,22.89,94.0,0.0,13.65,3.158.333.333
Moderate,5DCE,mist,Drinks,motorcycle,21,4.8,25.06,73.0,0.0,14.79,4.031.666.667
Moderate,3F77,clear sky,Snack,motorcycle,26,4.8,23.11,43.0,0.0,13.93,3.421.666.667
Moderate,6372,clear sky,Buffet,motorcycle,31,4.7,19.18,65.0,0.0,9.65,2.708.333.333
Moderate,7FF4,haze,Meal,motorcycle,35,4.8,17.1,72.0,0.0,8.77,2.463.333.333
Moderate,83EC,scattered clouds,Drinks,scooter,30,4.5,18.23,82.0,0.0,20.5,35.05
Moderate,421A,mist,Meal,scooter,34,4.1,16.05,94.0,0.0,14.22,2.478.333.333
Moderate,84AD,mist,Snack,motorcycle,20,4.1,26.55,87.0,0.0,9.89,3.128.333.333
Moderate,9ADB,mist,Buffet,motorcycle,35,4.6,26.51,87.0,0.0,12.43,33.6
Moderate,C84E,clear sky,Drinks,motorcycle,34,4.8,21.77,56.0,0.0,13.12,39.55
Moderate,B143,mist,Buffet,motorcycle,24,4.6,16.23,94.0,0.0,17.83,34.15
Moderate,24CE,clear sky,Meal,motorcycle,23,4.6,17.23,53.0,0.0,16.86,28.7
Moderate,6843,haze,Meal,scooter,34,4.9,19.9,68.0,0.0,14.46,28.3
Moderate,C76C,clear sky,Snack,motorcycle,20,4.8,21.67,52.0,0.0,7.2,3.288.333.333
Moderate,579F,haze,Meal,scooter,22,4.9,19.67,68.0,0.0,10.48,2.476.666.667
Moderate,AF5,clear sky,Drinks,scooter,22,4.6,23.23,43.0,0.0,9.44,3.238.333.333
Moderate,27C1,broken clouds,Snack,scooter,37,5.0,21.35,64.0,0.0,13.23,3.428.333.333
Moderate,E1D9,scattered clouds,Meal,motorcycle,22,4.9,25.99,59.0,0.0,14.73,3.071.666.667
Moderate,78CA,broken clouds,Buffet,motorcycle,31,4.6,21.42,65.0,0.0,8.38,2.878.333.333
Moderate,BA58,mist,Buffet,motorcycle,23,4.3,26.51,87.0,0.0,12.43,33.6
Moderate,2B4B,broken clouds,Drinks,motorcycle,32,4.8,21.38,64.0,0.0,11.48,37.7
Moderate,5396,broken clouds,Buffet,scooter,30,4.8,18.43,81.0,0.0,13.56,2.411.666.667
Moderate,8118,haze,Snack,scooter,33,4.0,19.99,68.0,0.0,13.63,34.2
Moderate,DF4,haze,Buffet,motorcycle,21,4.5,19.83,68.0,0.0,13.36,27.9
Moderate,4B2C,mist,Buffet,scooter,30,4.6,26.49,87.0,0.0,10.95,34.7
Moderate,BD59,scattered clouds,Meal,scooter,29,4.8,18.17,81.0,0.0,8.24,2.821.666.667
Moderate,BEC 4.00,mist,Buffet,motorcycle,28,4.7,26.4,88.0,0.0,8.51,2.663.333.333
Moderate,A661,clear sky,Snack,scooter,25,4.8,17.18,53.0,0.0,12.85,3.108.333.333
Moderate,7193,mist,Buffet,motorcycle,35,4.7,19.49,91.0,0.0,6.02,2.631.666.667
Moderate,1FF2,mist,Snack,motorcycle,30,4.8,24.84,73.0,0.0,8.14,2.956.666.667
Moderate,8A54,clear sky,Drinks,scooter,27,4.9,17.23,53.0,0.0,16.68,3.693.333.333
Moderate,A03D,mist,Meal,motorcycle,32,4.9,26.55,87.0,0.0,10.01,2.446.666.667
Moderate,4D94,broken clouds,Snack,scooter,34,4.9,21.15,66.0,0.0,12.29,3.198.333.333
Moderate,A1A7,mist,Meal,scooter,35,4.1,24.83,73.0,0.0,8.81,2.816.666.667
Moderate,280C,broken clouds,Snack,scooter,27,5.0,18.43,82.0,0.0,17.61,3.321.666.667
Moderate,79DD,mist,Meal,scooter,21,4.8,25.0,73.0,0.0,13.39,30.4
Moderate,5CC3,mist,Drinks,motorcycle,34,5.0,26.49,87.0,0.0,10.95,41.7
Moderate,9452,mist,Meal,motorcycle,20,5.0,26.38,88.0,0.0,8.86,2.916.666.667
Moderate,B579,broken clouds,Meal,motorcycle,30,4.8,18.07,81.0,0.0,8.67,2.488.333.333
Moderate,9214,broken clouds,Meal,motorcycle,25,4.5,21.33,65.0,0.0,9.41,2.358.333.333
Moderate,BEBF,mist,Snack,scooter,38,4.9,16.2,94.0,0.0,11.07,3.666.666.667
Moderate,C44A,clear sky,Snack,motorcycle,22,4.8,21.75,55.0,0.0,12.7,32.15
Moderate,6E7B,clear sky,Meal,motorcycle,30,4.9,23.15,43.0,0.0,8.48,22.2
Moderate,26FB,clear sky,Snack,scooter,38,4.7,26.93,49.0,0.0,13.01,3.391.666.667
Moderate,58D3,haze,Drinks,motorcycle,26,4.6,19.01,82.0,0.0,12.86,3.331.666.667
Moderate,7A1A,mist,Meal,electric_scooter,32,4.9,25.01,73.0,0.0,15.45,3.311.666.667
Moderate,AB90,haze,Drinks,scooter,36,4.1,17.18,72.0,0.0,13.4,3.603.333.333
Moderate,3C55,few clouds,Buffet,motorcycle,31,4.5,18.99,65.0,0.0,9.33,2.711.666.667
Moderate,B4F5,haze,Snack,motorcycle,27,5.0,19.83,68.0,0.0,12.6,2.918.333.333
Moderate,6D22,clear sky,Meal,motorcycle,37,4.9,19.23,65.0,0.0,12.37,2.721.666.667
Moderate,CA7D,haze,Snack,motorcycle,26,4.9,23.0,83.0,0.0,11.77,2.871.666.667
Moderate,A28E,mist,Meal,scooter,21,4.7,24.86,73.0,0.0,11.62,3.178.333.333
Moderate,BCBD,clear sky,Snack,motorcycle,25,4.5,23.11,43.0,0.0,13.93,3.466.666.667
Moderate,51B4,mist,Meal,motorcycle,39,4.8,26.37,88.0,0.0,9.7,24.6
Moderate,1EE5,haze,Drinks,motorcycle,36,4.0,19.9,68.0,0.0,15.47,3.938.333.333
Moderate,C591,mist,Snack,scooter,25,5.0,22.92,94.0,0.0,14.94,3.768.333.333
Moderate,820A,broken clouds,Buffet,motorcycle,21,5.0,21.45,64.0,0.0,11.47,30.05
Moderate,BA0E,scattered clouds,Drinks,scooter,21,4.6,18.45,82.0,0.0,16.31,3.353.333.333
Moderate,2.90E+08,haze,Snack,scooter,34,4.8,17.18,72.0,0.0,13.4,3.103.333.333
Moderate,73B7,clear sky,Meal,motorcycle,27,4.1,27.05,48.0,0.0,8.85,2.396.666.667
Moderate,209C,mist,Snack,scooter,25,4.6,26.52,88.0,0.0,9.26,3.183.333.333
Moderate,1620,haze,Meal,motorcycle,27,5.0,17.12,72.0,0.0,9.33,2.446.666.667
Moderate,6B29,clear sky,Drinks,scooter,36,4.6,19.27,65.0,0.0,9.31,32.25
Moderate,A5F0,mist,Drinks,scooter,35,5.0,19.47,93.0,0.0,10.38,3.603.333.333
Moderate,29D3,haze,Drinks,motorcycle,27,4.5,17.12,72.0,0.0,12.96,3.998.333.333
Moderate,4A3B,smoke,Drinks,electric_scooter,34,4.4,27.0,44.0,0.0,8.49,39.85
Moderate,5563,scattered clouds,Buffet,motorcycle,31,4.2,18.42,81.0,0.0,18.74,3.238.333.333
Moderate,84CD,mist,Buffet,scooter,30,4.7,16.17,94.0,0.0,11.64,3.536.666.667
Moderate,1327,haze,Snack,motorcycle,27,4.7,19.94,68.0,0.0,15.07,3.541.666.667
Moderate,D5DA,clear sky,Snack,motorcycle,26,5.0,22.25,54.0,0.0,9.29,29
Moderate,913,clear sky,Drinks,motorcycle,25,4.8,19.1,65.0,0.0,14.79,39.75
Moderate,707B,mist,Drinks,motorcycle,21,4.7,19.89,92.0,0.0,10.97,3.971.666.667
Moderate,1A02,mist,Snack,motorcycle,34,4.8,16.25,94.0,0.0,14.53,3.681.666.667
Moderate,580B,mist,Drinks,scooter,26,4.9,16.1,94.0,0.0,7.99,3.428.333.333
Moderate,4.00E+92,mist,Snack,motorcycle,22,4.9,24.94,73.0,0.0,10.37,2.876.666.667
Moderate,D8A6,clear sky,Meal,motorcycle,21,5.0,21.79,55.0,0.0,7.23,3.053.333.333
Moderate,5517,broken clouds,Buffet,scooter,24,4.8,18.22,81.0,0.0,11.3,2.686.666.667
Moderate,C7C1,haze,Buffet,motorcycle,26,5.0,23.0,83.0,0.0,8.73,24.05
Moderate,6A6C,broken clouds,Buffet,scooter,22,4.6,21.45,64.0,0.0,11.07,2.878.333.333
Moderate,D037,clear sky,Drinks,motorcycle,31,4.7,18.86,57.0,0.0,12.73,3.588.333.333
Moderate,60C2,clear sky,Drinks,scooter,26,4.9,22.936907453726864,66.16488244122061,0.016233116558279144,8.51,#VALUE!
Moderate,37BB,clear sky,Buffet,motorcycle,30,4.7,24.93,43.0,0.0,11.52,2.886.666.667
Moderate,890B,haze,Buffet,motorcycle,34,4.3,23.84,57.0,0.0,12.79,3.208.333.333
Moderate,B57B,mist,Buffet,motorcycle,38,4.1,21.03,78.0,0.0,10.22,2.841.666.667
Moderate,C9C3,clear sky,Snack,motorcycle,23,4.8,22.13,43.0,0.0,9.0,2.701.666.667
Moderate,268A,mist,Drinks,scooter,20,4.8,21.18,78.0,0.0,15.7,3.933.333.333
Moderate,B887,haze,Meal,scooter,38,4.8,23.77,57.0,0.0,13.03,26.95
Moderate,5788,haze,Snack,motorcycle,31,4.9,23.87,57.0,0.0,11.32,3.166.666.667
Moderate,4850,clear sky,Drinks,electric_scooter,26,4.6,20.8,67.0,0.0,17.61,3.708.333.333
Moderate,8EA3,haze,Meal,motorcycle,29,4.8,23.12,60.0,0.0,12.87,3.051.666.667
Moderate,A184,clear sky,Meal,motorcycle,24,4.6,22.91,49.0,0.0,11.89,29.8
Moderate,903D,haze,Drinks,motorcycle,22,4.6,23.07,60.0,0.0,9.69,3.336.666.667
Moderate,823D,haze,Buffet,scooter,26,4.8,25.99,57.0,0.0,13.87,2.946.666.667
Moderate,9D7B,haze,Drinks,scooter,36,4.9,23.12,46.0,0.0,9.97,3.318.333.333
Moderate,5.60E+06,clear sky,Drinks,motorcycle,38,4.8,23.23,44.0,0.0,15.1,3.368.333.333
Moderate,3033,clear sky,Buffet,motorcycle,33,4.2,28.9,50.0,0.0,11.67,30.35
Moderate,CE0E,scattered clouds,Snack,scooter,22,4.8,28.71,70.0,0.0,10.09,2.753.333.333
Moderate,578C,smoke,Meal,motorcycle,24,4.8,28.97,54.0,0.0,7.29,31.25
Moderate,687C,haze,Meal,scooter,25,4.8,25.94,65.0,0.0,12.76,25.4
Moderate,3AAC,haze,Meal,scooter,22,4.8,22.88,74.0,0.0,10.03,23.65
Moderate,6195,haze,Buffet,motorcycle,29,4.6,22.45,74.0,0.0,15.8,3.281.666.667
Moderate,4A5A,haze,Drinks,scooter,38,4.6,23.16,60.0,0.0,13.34,38.6
Moderate,BEA9,haze,Drinks,motorcycle,33,4.8,23.79,57.0,0.0,10.71,3.528.333.333
Moderate,84A6,smoke,Meal,electric_scooter,39,4.0,28.97,54.0,0.0,9.58,3.261.666.667
Moderate,D7CE,mist,Buffet,motorcycle,37,4.2,26.98,89.0,0.0,12.46,35.45
Moderate,6835,clear sky,Snack,motorcycle,23,4.8,20.75,67.0,0.0,10.51,25.7
Moderate,9833,clear sky,Drinks,motorcycle,35,4.8,20.8,67.0,0.0,16.46,37.45
Moderate,137D,haze,Drinks,motorcycle,38,4.7,22.74,46.0,0.0,8.95,3.796.666.667
Moderate,D205,scattered clouds,Drinks,motorcycle,33,4.7,28.79,69.0,0.0,12.33,3.603.333.333
Moderate,B28D,haze,Drinks,motorcycle,34,4.7,22.45,74.0,0.0,12.97,4.016.666.667
Moderate,5250,haze,Buffet,motorcycle,38,5.0,22.49,74.0,0.0,13.6,3.338.333.333
Moderate,AFC9,clear sky,Drinks,motorcycle,20,5.0,20.64,67.0,0.0,15.36,3.431.666.667
Moderate,BAB8,haze,Buffet,motorcycle,21,4.6,25.88,65.0,0.0,11.24,2.943.333.333
Moderate,C206,haze,Meal,motorcycle,34,4.6,27.99,65.0,0.0,8.32,2.601.666.667
Moderate,9262,mist,Snack,scooter,27,5.0,28.34,81.0,0.0,11.38,3.778.333.333
Moderate,693E,mist,Buffet,scooter,32,4.9,20.96,78.0,0.0,10.07,28.1
Moderate,4F44,mist,Snack,electric_scooter,32,4.9,28.56,81.0,0.0,14.29,3.786.666.667
Moderate,842D,haze,Snack,motorcycle,29,4.6,25.97,57.0,0.0,18.1,3.536.666.667
Moderate,810E,mist,Drinks,scooter,34,4.7,28.36,81.0,0.0,9.08,3.826.666.667
Moderate,1FA7,haze,Drinks,scooter,26,4.6,23.94,57.0,0.0,9.27,35.9
Moderate,B53C,haze,Buffet,scooter,38,4.9,23.67,46.0,0.0,10.65,26.3
Moderate,3E0A,haze,Buffet,scooter,37,4.9,25.97,57.0,0.0,17.83,3.253.333.333
Moderate,ADDD,haze,Drinks,motorcycle,27,4.8,26.05,65.0,0.0,15.17,3.971.666.667
Moderate,8352,haze,Drinks,motorcycle,38,4.4,23.16,60.0,0.0,13.4,36.05
Moderate,58EB,haze,Snack,scooter,20,4.8,23.88,57.0,0.0,8.18,3.158.333.333
Moderate,B480,mist,Snack,motorcycle,28,4.9,28.49,81.0,0.0,9.27,3.336.666.667
Moderate,B39,haze,Buffet,motorcycle,36,4.8,23.77,46.0,0.0,9.53,2.491.666.667
Moderate,742B,clear sky,Buffet,motorcycle,27,4.7,22.86,49.0,0.0,8.58,2.648.333.333
Moderate,9AA4,haze,Buffet,motorcycle,26,4.6,26.01,57.0,0.0,11.75,2.661.666.667
Moderate,6AF7,haze,Buffet,motorcycle,35,4.0,23.29,46.0,0.0,14.53,3.151.666.667
Moderate,AC8E,clear sky,Drinks,motorcycle,35,4.3,22.86,49.0,0.0,10.18,3.533.333.333
Moderate,6.50E+04,smoke,Meal,motorcycle,35,4.7,29.01,54.0,0.0,12.12,33.35
Moderate,99EC,haze,Buffet,motorcycle,28,5.0,25.99,57.0,0.0,14.01,3.371.666.667
Moderate,B53A,mist,Drinks,scooter,29,4.7,28.36,81.0,0.0,6.51,3.411.666.667
Moderate,5FB6,haze,Buffet,scooter,30,5.0,23.17,60.0,0.0,13.86,30.2
Moderate,1654,haze,Meal,electric_scooter,20,4.8,23.9,57.0,0.0,11.17,25.15
Moderate,1948,mist,Buffet,motorcycle,29,4.0,24.94,73.0,0.0,11.3,3.053.333.333
Moderate,B60,smoke,Buffet,motorcycle,27,4.6,29.0,54.0,0.0,8.14,3.031.666.667
Moderate,A861,haze,Buffet,scooter,22,4.9,25.99,57.0,0.0,13.87,2.946.666.667
Moderate,5D3F,clear sky,Meal,scooter,31,4.6,22.44,50.0,0.0,9.99,2.133.333.333
Moderate,91F2,clear sky,Meal,motorcycle,28,4.9,20.61,67.0,0.0,14.61,28.45
Moderate,5DAF,haze,Drinks,scooter,20,4.9,22.97,60.0,0.0,11.52,3.136.666.667
Moderate,A167,mist,Drinks,motorcycle,22,4.8,24.94,73.0,0.0,9.53,3.526.666.667
Moderate,A962,haze,Meal,scooter,39,4.9,23.83,46.0,0.0,13.36,2.591.666.667
Moderate,AEE0,clear sky,Drinks,electric_scooter,32,4.9,22.96,48.0,0.0,7.29,3.028.333.333
Moderate,A741,mist,Snack,motorcycle,33,4.8,28.54,81.0,0.0,9.26,3.183.333.333
Moderate,B5A3,haze,Meal,electric_scooter,20,5.0,25.88,65.0,0.0,10.5,2.956.666.667
Moderate,DE35,haze,Drinks,scooter,34,4.8,28.02,65.0,0.0,15.3,39.4
Moderate,6506,mist,Drinks,electric_scooter,29,5.0,24.95,73.0,0.0,11.01,3.706.666.667
Moderate,99FE,mist,Snack,scooter,24,4.6,28.38,81.0,0.0,9.03,3.321.666.667
Moderate,4B77,haze,Drinks,motorcycle,32,4.7,23.16,60.0,0.0,10.95,3.223.333.333
Moderate,6FAE,haze,Drinks,scooter,25,4.8,23.16,60.0,0.0,7.01,3.123.333.333
Moderate,13F5,clear sky,Buffet,motorcycle,34,4.9,22.96,48.0,0.0,8.28,2.581.666.667
Moderate,B454,haze,Drinks,motorcycle,21,4.6,24.16,57.0,0.0,8.2,3.176.666.667
Moderate,23FD,smoke,Meal,motorcycle,28,4.3,28.91,54.0,0.0,6.86,2.633.333.333
Moderate,244C,haze,Meal,scooter,23,4.7,26.01,57.0,0.0,13.47,29.9
Moderate,D484,haze,Meal,motorcycle,32,4.4,27.99,65.0,0.0,12.94,2.598.333.333
Moderate,3D1F,clear sky,Drinks,motorcycle,20,4.9,22.96,48.0,0.0,12.05,3.546.666.667
Moderate,1F8B,clear sky,Drinks,motorcycle,21,4.6,23.03,48.0,0.0,14.37,3.978.333.333
Moderate,3431,haze,Buffet,motorcycle,35,4.8,26.01,57.0,0.0,12.86,2.641.666.667
Moderate,E23A,mist,Drinks,scooter,39,4.0,26.9,89.0,0.0,10.44,34.8
Moderate,3200,mist,Meal,motorcycle,39,4.6,28.4,82.0,0.0,8.86,2.916.666.667
Moderate,7205,smoke,Meal,motorcycle,26,4.1,28.9,54.0,0.0,7.96,30.65
Moderate,A13C,smoke,Meal,motorcycle,20,4.8,28.71,54.0,0.0,9.79,35.75
Moderate,D21,haze,Buffet,electric_scooter,38,4.6,23.21,73.0,0.0,8.96,29.5
Moderate,C44B,clear sky,Drinks,scooter,39,4.0,25.65,42.0,0.0,11.99,3.503.333.333
Moderate,4077,haze,Buffet,motorcycle,38,4.4,23.2,60.0,0.0,14.3,3.098.333.333
Moderate,6B57,clear sky,Drinks,motorcycle,39,4.2,20.8,67.0,0.0,18.2,38.15
Moderate,1A03,haze,Drinks,scooter,25,4.5,25.97,65.0,0.0,11.89,3.541.666.667
Moderate,3422,haze,Snack,scooter,38,4.8,25.92,65.0,0.0,13.49,3.253.333.333
Moderate,986E,mist,Buffet,motorcycle,20,5.0,28.4,81.0,0.0,11.01,31.15
Moderate,A8DA,mist,Snack,scooter,29,4.9,28.38,81.0,0.0,9.03,3.321.666.667
Moderate,6F50,clear sky,Buffet,motorcycle,21,4.7,20.8,67.0,0.0,16.37,2.463.333.333
Moderate,6DF3,haze,Drinks,scooter,27,4.9,23.17,60.0,0.0,12.32,3.491.666.667
Moderate,3AE0,smoke,Snack,motorcycle,26,4.7,29.01,54.0,0.0,9.97,36.95
Moderate,4323,clear sky,Drinks,motorcycle,38,5.0,20.61,67.0,0.0,12.81,39.9
Moderate,690B,haze,Meal,motorcycle,25,4.6,23.77,46.0,0.0,14.17,28.4
Moderate,775C,clear sky,Snack,scooter,29,4.8,20.61,67.0,0.0,9.16,2.638.333.333
Moderate,792D,haze,Snack,motorcycle,33,4.8,26.06,65.0,0.0,9.87,2.738.333.333
Moderate,8DA8,haze,Drinks,scooter,31,4.8,24.08,57.0,0.0,9.22,3.466.666.667
Moderate,54B8,haze,Meal,scooter,26,4.6,25.99,57.0,0.0,13.56,3.108.333.333
Moderate,7690,smoke,Drinks,motorcycle,20,5.0,28.85,54.0,0.0,8.46,40.9
Moderate,AFCE,haze,Meal,scooter,28,4.7,23.17,60.0,0.0,12.14,26
Moderate,BAC1,mist,Meal,scooter,34,4.7,24.92,73.0,0.0,8.48,25.1
Moderate,D2F3,clear sky,Snack,motorcycle,33,4.9,25.65,42.0,0.0,11.87,3.306.666.667
Moderate,AD88,haze,Snack,motorcycle,27,4.7,22.58,74.0,0.0,8.64,29.35
Moderate,C2FA,mist,Snack,scooter,23,4.8,26.87,89.0,0.0,16.08,3.753.333.333
Moderate,8.00E+18,clear sky,Meal,motorcycle,34,4.7,20.81,67.0,0.0,16.81,3.033.333.333
Moderate,BC37,haze,Drinks,motorcycle,32,4.9,25.95,65.0,0.0,13.76,4.028.333.333
Moderate,2169,haze,Drinks,motorcycle,22,4.4,23.55,57.0,0.0,13.61,3.243.333.333
Moderate,6A7F,mist,Drinks,motorcycle,39,4.8,24.95,73.0,0.0,11.12,3.636.666.667
Moderate,2CA1,haze,Buffet,electric_scooter,26,4.9,22.52,74.0,0.0,11.86,3.273.333.333
Moderate,93DB,haze,Buffet,motorcycle,20,4.5,23.17,60.0,0.0,12.44,26.2
Moderate,4B11,clear sky,Drinks,scooter,38,4.0,20.81,67.0,0.0,10.3,34.65
Moderate,5C9D,haze,Buffet,electric_scooter,29,4.5,23.95,46.0,0.0,12.74,2.721.666.667
Moderate,1F38,clear sky,Buffet,electric_scooter,22,4.8,23.1,49.0,0.0,8.57,2.506.666.667
Moderate,253C,mist,Buffet,motorcycle,21,4.8,24.93,73.0,0.0,12.56,3.053.333.333
Moderate,2386,haze,Meal,motorcycle,21,4.7,25.99,57.0,0.0,12.93,2.788.333.333
Moderate,9463,clear sky,Snack,motorcycle,30,4.4,20.62,67.0,0.0,21.84,33.5
Moderate,83CD,haze,Buffet,electric_scooter,22,4.8,23.36,73.0,0.0,8.11,3.031.666.667
Moderate,26C8,mist,Snack,motorcycle,20,4.9,28.53,82.0,0.0,8.93,32.25
Moderate,6261,haze,Drinks,motorcycle,24,4.8,25.84,65.0,0.0,8.06,32.35
Moderate,4165,haze,Drinks,motorcycle,30,4.1,23.26,73.0,0.0,10.27,33.85
Moderate,AE5D,clear sky,Drinks,motorcycle,20,4.7,20.61,67.0,0.0,10.08,3.601.666.667
Moderate,7611,haze,Buffet,scooter,31,4.9,25.99,65.0,0.0,13.88,3.121.666.667
Moderate,CF7E,scattered clouds,Meal,motorcycle,24,4.6,28.75,69.0,0.0,14.28,30.35
Moderate,A16E,haze,Buffet,motorcycle,32,4.1,25.98,57.0,0.0,15.72,33.7
Moderate,9BC7,smoke,Buffet,motorcycle,32,4.6,28.97,54.0,0.0,12.16,3.446.666.667
Moderate,BCD0,scattered clouds,Buffet,motorcycle,37,4.8,21.29,63.0,0.0,12.82,2.511.666.667
Moderate,48F6,clear sky,Snack,motorcycle,23,4.7,20.8,67.0,0.0,13.56,2.511.666.667
Moderate,C25F,clear sky,Drinks,motorcycle,32,4.7,22.55,41.0,0.0,19.96,3.846.666.667
Moderate,CE82,clear sky,Snack,motorcycle,28,4.8,23.86,38.0,0.0,12.66,3.313.333.333
Moderate,756,haze,Snack,motorcycle,29,4.6,25.97,57.0,0.0,18.17,3.558.333.333
Moderate,D358,haze,Meal,scooter,28,4.6,21.6,60.0,0.0,12.37,25.45
Moderate,D070,clear sky,Drinks,motorcycle,27,4.8,25.97,37.0,0.0,8.63,3.373.333.333
Moderate,BE20,clear sky,Buffet,electric_scooter,31,5.0,23.03,48.0,0.0,10.22,2.786.666.667
Moderate,2BDF,clear sky,Meal,motorcycle,26,4.8,23.03,48.0,0.0,10.05,25.6
Moderate,23B0,haze,Meal,scooter,36,4.1,25.84,65.0,0.0,8.06,23.35
Moderate,B1A3,mist,Buffet,motorcycle,23,4.8,24.93,73.0,0.0,14.17,3.538.333.333
Moderate,930F,mist,Buffet,motorcycle,27,4.7,24.95,73.0,0.0,10.6,27.85
Moderate,57AC,mist,Drinks,scooter,37,4.8,25.0,73.0,0.0,13.46,41.7
Moderate,4994,smoke,Meal,motorcycle,28,4.7,29.01,54.0,0.0,14.28,34.45
Moderate,80BB,haze,Buffet,motorcycle,37,5.0,26.08,65.0,0.0,14.03,31.75
Moderate,7269,haze,Buffet,scooter,26,4.8,26.01,57.0,0.0,11.75,26.6
Moderate,1F0F,mist,Buffet,scooter,35,4.8,21.05,78.0,0.0,10.0,26.5
Moderate,1EBF,haze,Snack,scooter,29,4.6,25.84,65.0,0.0,8.14,2.936.666.667
Moderate,8A6B,haze,Snack,motorcycle,20,4.8,22.59,74.0,0.0,11.15,31.1
Moderate,A607,mist,Drinks,scooter,28,4.8,28.4,81.0,0.0,9.7,33.6
Moderate,80D2,haze,Snack,motorcycle,34,4.3,23.81,46.0,0.0,10.87,2.941.666.667
Moderate,C342,clear sky,Drinks,scooter,29,5.0,25.71,42.0,0.0,10.26,3.266.666.667
Moderate,5277,haze,Buffet,motorcycle,25,4.9,23.11,60.0,0.0,18.25,3.263.333.333
Moderate,208A,mist,Buffet,motorcycle,22,5.0,28.57,81.0,0.0,12.07,3.141.666.667
Moderate,CD6A,clear sky,Meal,motorcycle,35,4.7,25.96,37.0,0.0,20.74,24.85
Moderate,43EB,clear sky,Meal,electric_scooter,30,4.6,20.61,67.0,0.0,9.8,2.113.333.333
Moderate,8353,haze,Snack,motorcycle,31,4.8,25.99,57.0,0.0,13.04,29.8
Moderate,3.90E+06,smoke,Drinks,motorcycle,22,4.6,28.99,54.0,0.0,7.88,3.553.333.333
Moderate,625D,mist,Meal,scooter,33,4.8,28.4,82.0,0.0,8.86,2.916.666.667
Moderate,900F,mist,Drinks,scooter,36,4.5,28.49,81.0,0.0,11.98,3.951.666.667
Moderate,946B,mist,Buffet,scooter,26,4.5,21.18,78.0,0.0,19.02,35.75
Moderate,5B24,haze,Snack,scooter,24,4.7,25.99,65.0,0.0,13.88,3.321.666.667
Moderate,C652,clear sky,Drinks,motorcycle,38,4.1,25.46,43.0,0.0,6.95,3.003.333.333
Moderate,7AC2,clear sky,Buffet,motorcycle,27,4.9,22.91,49.0,0.0,10.6,2.911.666.667
Moderate,A686,haze,Snack,motorcycle,23,4.9,23.4,46.0,0.0,11.36,3.033.333.333
Moderate,BBB3,clear sky,Drinks,motorcycle,39,4.1,20.61,67.0,0.0,12.88,3.823.333.333
Moderate,7F07,haze,Buffet,motorcycle,23,4.8,26.01,65.0,0.0,12.91,2.991.666.667
Moderate,82A0,haze,Snack,motorcycle,36,4.4,25.99,65.0,0.0,15.31,3.523.333.333
